"","Suburb","Type","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","CouncilArea","Month","Year"
"8169","Prahran","h",3,880000,"PI","Buxton",2017-04-29,4.5,"3181",1,0,249,130,1902,-37.859,145.0038,"Southern Metropolitan",7717,"Stonnington",4,2017
"8170","Preston","h",3,1100000,"S","Nelson",2017-04-29,8.8,"3072",2,4,637,124,1950,-37.7344,145.0208,"Northern Metropolitan",14577,"Darebin",4,2017
"8171","Preston","h",3,1055000,"S","Nelson",2017-04-29,8.8,"3072",1,2,575,130,1950,-37.7288,144.9849,"Northern Metropolitan",14577,"Darebin",4,2017
"8172","Preston","u",1,385000,"SP","Brad",2017-04-29,8.8,"3072",1,1,896,65,2011,-37.7316,145.0201,"Northern Metropolitan",14577,"Darebin",4,2017
"8173","Preston","h",2,630000,"PI","Barry",2017-04-29,8.8,"3072",1,1,319,96,1955,-37.7442,144.9958,"Northern Metropolitan",14577,"Darebin",4,2017
"8174","Preston","u",2,560000,"S","Nelson",2017-04-29,8.8,"3072",1,2,196,76,1995,-37.7362,144.9885,"Northern Metropolitan",14577,"Darebin",4,2017
"8175","Preston","h",3,690000,"S","RW",2017-04-29,8.8,"3072",1,2,581,90,1960,-37.7536,145.0191,"Northern Metropolitan",14577,"Darebin",4,2017
"8176","Reservoir","h",2,1025000,"S","Barry",2017-04-29,11.2,"3073",2,1,715,96,1960,-37.7302,145.0129,"Northern Metropolitan",21650,"Darebin",4,2017
"8177","Reservoir","u",2,505000,"S","RW",2017-04-29,11.2,"3073",1,1,110,1,1960,-37.7216,145.0099,"Northern Metropolitan",21650,"Darebin",4,2017
"8178","Richmond","h",2,1210000,"S","Jellis",2017-04-29,2.6,"3121",1,0,178,96,1900,-37.8226,145.0064,"Northern Metropolitan",14949,"Yarra",4,2017
"8179","Richmond","h",1,911000,"S","Biggin",2017-04-29,2.6,"3121",1,0,126,77,1900,-37.8259,145.0107,"Northern Metropolitan",14949,"Yarra",4,2017
"8180","Richmond","h",3,1590000,"S","hockingstuart",2017-04-29,2.6,"3121",1,1,318,130,1900,-37.8225,145.0096,"Northern Metropolitan",14949,"Yarra",4,2017
"8181","Rosanna","u",2,615000,"S","Miles",2017-04-29,11.4,"3084",1,1,190,105,1980,-37.7437,145.0729,"Eastern Metropolitan",3540,"Banyule",4,2017
"8182","Rosanna","h",3,940000,"VB","Miles",2017-04-29,11.4,"3084",2,2,581,130,1960,-37.7399,145.0681,"Eastern Metropolitan",3540,"Banyule",4,2017
"8183","South Melbourne","u",3,710000,"VB","Greg",2017-04-29,2.1,"3205",2,2,0,150,2001,-37.8319,144.9682,"Southern Metropolitan",5943,"Port Phillip",4,2017
"8184","South Yarra","u",1,390500,"SP","hockingstuart",2017-04-29,3.3,"3141",1,0,775,46,1960,-37.8354,144.984,"Southern Metropolitan",14887,"Melbourne",4,2017
"8185","South Yarra","u",2,595000,"S","Kay",2017-04-29,3.3,"3141",1,2,0,76,1970,-37.8447,145.0037,"Southern Metropolitan",14887,"Stonnington",4,2017
"8186","St Kilda","u",3,1190000,"S","Gary",2017-04-29,6.1,"3182",1,1,460,140,1955,-37.8623,144.9772,"Southern Metropolitan",13240,"Port Phillip",4,2017
"8187","St Kilda","h",2,920000,"S","hockingstuart",2017-04-29,6.1,"3182",1,0,190,96,1910,-37.8579,144.9844,"Southern Metropolitan",13240,"Port Phillip",4,2017
"8188","St Kilda","h",4,2260000,"S","McGrath",2017-04-29,6.1,"3182",2,1,297,190,1910,-37.8729,144.9794,"Southern Metropolitan",13240,"Port Phillip",4,2017
"8189","St Kilda","u",2,482000,"S","McGrath",2017-04-29,6.1,"3182",1,1,0,54,2004,-37.857,144.9867,"Southern Metropolitan",13240,"Port Phillip",4,2017
"8190","St Kilda","u",2,902000,"S","McGrath",2017-04-29,6.1,"3182",1,1,18,76,1970,-37.8624,144.9823,"Southern Metropolitan",13240,"Port Phillip",4,2017
"8191","Sunshine","h",3,710000,"S","Village",2017-04-29,12.6,"3020",1,0,483,93.84,1950,-37.7875,144.8456,"Western Metropolitan",3755,"Brimbank",4,2017
"8192","Sunshine","h",3,840000,"PI","Other",2017-04-29,12.6,"3020",1,1,462,108,1930,-37.7894,144.8383,"Western Metropolitan",3755,"Brimbank",4,2017
"8193","Sunshine","h",3,692000,"S","Other",2017-04-29,12.6,"3020",1,1,485,130,1952,-37.7868,144.8428,"Western Metropolitan",3755,"Brimbank",4,2017
"8194","Sunshine","h",3,660000,"S","Douglas",2017-04-29,12.6,"3020",2,2,660,130,1952,-37.7954,144.8246,"Western Metropolitan",3755,"Brimbank",4,2017
"8195","Sunshine North","h",3,490000,"PI","Douglas",2017-04-29,13.3,"3020",1,1,546,145,1960,-37.7676,144.8307,"Western Metropolitan",4217,"Brimbank",4,2017
"8196","Sunshine North","h",4,775000,"S","Douglas",2017-04-29,13.3,"3020",1,2,665,147,1980,-37.7662,144.8383,"Western Metropolitan",4217,"Brimbank",4,2017
"8197","Sunshine West","t",3,521000,"S","Bells",2017-04-29,13.5,"3020",3,2,134,124.45,2008,-37.79,144.7886,"Western Metropolitan",6763,"Brimbank",4,2017
"8198","Sunshine West","h",3,571000,"S","Other",2017-04-29,13.5,"3020",1,1,757,100,1950,-37.7845,144.8088,"Western Metropolitan",6763,"Brimbank",4,2017
"8199","Sunshine West","h",3,710000,"SP","Other",2017-04-29,13.5,"3020",1,4,990,130,1970,-37.7928,144.8068,"Western Metropolitan",6763,"Brimbank",4,2017
"8200","Surrey Hills","h",4,2370000,"PI","Jellis",2017-04-29,11.2,"3127",3,2,773,300,1900,-37.8263,145.0911,"Southern Metropolitan",5457,"Boroondara",4,2017
"8201","Templestowe Lower","h",5,1775000,"S","Jellis",2017-04-29,13.8,"3107",4,2,501,260,1970,-37.762,145.1244,"Eastern Metropolitan",5420,"Manningham",4,2017
"8202","Thornbury","h",2,1100000,"SP","McGrath",2017-04-29,6.5,"3071",1,1,330,132,1930,-37.7629,145.0165,"Northern Metropolitan",8870,"Darebin",4,2017
"8203","Thornbury","u",3,880000,"SP","McGrath",2017-04-29,6.5,"3071",1,2,242,117,1995,-37.7639,145.0135,"Northern Metropolitan",8870,"Darebin",4,2017
"8204","Thornbury","h",2,1260000,"S","Nelson",2017-04-29,6.5,"3071",1,0,317,96,1910,-37.7606,144.9995,"Northern Metropolitan",8870,"Darebin",4,2017
"8205","Thornbury","t",2,960000,"S","Jellis",2017-04-29,6.5,"3071",2,2,158,133,2007,-37.7587,144.9881,"Northern Metropolitan",8870,"Darebin",4,2017
"8206","Toorak","u",2,760000,"S","Jellis",2017-04-29,4.6,"3142",1,1,0,76,1970,-37.8359,145.0126,"Southern Metropolitan",7217,"Stonnington",4,2017
"8207","Toorak","t",3,1320000,"S","Gary",2017-04-29,4.6,"3142",2,1,3,131,1970,-37.8474,145.0125,"Southern Metropolitan",7217,"Stonnington",4,2017
"8208","Watsonia","h",3,895000,"S","Barry",2017-04-29,14.9,"3087",1,2,775,130,1970,-37.7075,145.0807,"Northern Metropolitan",2329,"Banyule",4,2017
"8209","West Footscray","u",1,185000,"PI","Jas",2017-04-29,8.2,"3012",1,1,0,49,1970,-37.798,144.8672,"Western Metropolitan",5058,"Maribyrnong",4,2017
"8210","West Melbourne","u",1,295000,"SP","Alexkarbon",2017-04-29,1.9,"3003",1,1,0,49,2013,-37.8084,144.9473,"Northern Metropolitan",2230,"Melbourne",4,2017
"8211","Williamstown","h",3,1330000,"S","Greg",2017-04-29,8,"3016",2,2,184,130,1977,-37.8629,144.8896,"Western Metropolitan",6380,"Hobsons Bay",4,2017
"8212","Williamstown","h",4,1200000,"SP","Village",2017-04-29,8,"3016",3,2,183,191,2006,-37.8566,144.8737,"Western Metropolitan",6380,"Hobsons Bay",4,2017
"8213","Williamstown","h",4,1630000,"S","Sweeney",2017-04-29,8,"3016",2,2,260,190,1977,-37.8657,144.8942,"Western Metropolitan",6380,"Hobsons Bay",4,2017
"8214","Williamstown","h",4,1500000,"VB","Greg",2017-04-29,8,"3016",3,2,450,190,1977,-37.8617,144.8786,"Western Metropolitan",6380,"Hobsons Bay",4,2017
"8215","Other","h",3,1045000,"S","Williams",2017-04-29,8.9,"3016",2,3,526,159,1990,-37.855,144.8742,"Western Metropolitan",802,"Hobsons Bay",4,2017
"8216","Windsor","u",1,350000,"SP","Kay",2017-04-29,5.1,"3181",1,0,0,48,1975,-37.8508,144.984,"Southern Metropolitan",4380,"Port Phillip",4,2017
"8217","Windsor","h",1,9e+05,"VB","hockingstuart",2017-04-29,5.1,"3181",1,1,160,69,1930,-37.8556,144.9885,"Southern Metropolitan",4380,"Stonnington",4,2017
"8218","Yallambie","h",3,984000,"S","Darren",2017-04-29,15,"Other",2,2,552,130,1978,-37.7285,145.0851,"Northern Metropolitan",1369,"Banyule",4,2017
"8219","Yallambie","h",5,1060000,"S","Buckingham",2017-04-29,15,"Other",2,2,627,232,1960,-37.7327,145.0804,"Northern Metropolitan",1369,"Banyule",4,2017
"8220","Yarraville","u",1,331000,"S","Jas",2017-04-29,7,"3013",1,1,0,54,1970,-37.8105,144.8952,"Western Metropolitan",6543,"Maribyrnong",4,2017
"8221","Yarraville","h",4,1455000,"S","Village",2017-04-29,7,"3013",1,1,328,140,1920,-37.8097,144.8906,"Western Metropolitan",6543,"Maribyrnong",4,2017
"8222","Yarraville","h",3,872500,"SP","Jas",2017-04-29,7,"3013",1,2,189,85,1920,-37.8145,144.8808,"Western Metropolitan",6543,"Maribyrnong",4,2017
"8223","Yarraville","h",3,1425000,"PI","Jas",2017-04-29,7,"3013",3,2,305,220,2007,-37.8149,144.8942,"Western Metropolitan",6543,"Maribyrnong",4,2017
"8224","Yarraville","h",3,950000,"S","Sweeney",2017-04-29,7,"3013",2,2,287,210.68,2002,-37.8233,144.8825,"Western Metropolitan",6543,"Maribyrnong",4,2017
"8225","Albert Park","h",2,2130000,"S","Marshall",2017-05-13,3.3,"3206",1,1,236,96,1900,-37.8436,144.9558,"Southern Metropolitan",3280,"Port Phillip",5,2017
"8226","Albion","u",3,580000,"PI","Douglas",2017-05-13,13.9,"3020",2,2,250,129,2013,-37.7798,144.8156,"Western Metropolitan",2185,"Brimbank",5,2017
"8227","Albion","u",2,420000,"S","Bells",2017-05-13,13.9,"3020",1,1,192,88,1970,-37.7832,144.8275,"Western Metropolitan",2185,"Brimbank",5,2017
"8228","Albion","h",3,7e+05,"S","Douglas",2017-05-13,13.9,"3020",1,2,697,130,1950,-37.7841,144.8169,"Western Metropolitan",2185,"Brimbank",5,2017
"8229","Alphington","t",3,1285000,"PI","Nelson",2017-05-13,6.4,"3078",2,2,528,135,1967,-37.7817,145.0319,"Northern Metropolitan",2211,"Yarra",5,2017
"8230","Altona","h",5,1480000,"SP","Greg",2017-05-13,13.8,"3018",3,4,725,201,1980,-37.8712,144.8107,"Western Metropolitan",5301,"Hobsons Bay",5,2017
"8231","Ascot Vale","h",3,1041000,"S","Nelson",2017-05-13,5.9,"3032",2,2,209,130,2009,-37.7774,144.904,"Western Metropolitan",6567,"Moonee Valley",5,2017
"8232","Ascot Vale","t",4,9e+05,"SP","Alexkarbon",2017-05-13,5.9,"3032",3,2,0,159,2011,-37.7831,144.9209,"Western Metropolitan",6567,"Moonee Valley",5,2017
"8233","Ascot Vale","h",2,1020000,"PI","Nelson",2017-05-13,5.9,"3032",1,1,226,98,1920,-37.7761,144.9165,"Western Metropolitan",6567,"Moonee Valley",5,2017
"8234","Ascot Vale","t",2,565000,"S","Woodards",2017-05-13,5.9,"3032",2,1,103,100,2011,-37.7715,144.9088,"Western Metropolitan",6567,"Moonee Valley",5,2017
"8235","Ashburton","h",4,2220000,"S","Marshall",2017-05-13,11,"3147",3,2,480,244,2016,-37.8726,145.0716,"Southern Metropolitan",3052,"Boroondara",5,2017
"8236","Balaclava","u",2,450000,"SP","Buxton",2017-05-13,6.6,"3183",1,1,0,50,1960,-37.8656,144.9919,"Southern Metropolitan",2952,"Port Phillip",5,2017
"8237","Balwyn North","h",4,1890000,"S","Jellis",2017-05-13,9.2,"3104",3,2,636,227,1960,-37.789,145.0938,"Southern Metropolitan",7809,"Boroondara",5,2017
"8238","Balwyn North","h",4,2e+06,"PI","RT",2017-05-13,9.2,"3104",2,2,627,190,1960,-37.7848,145.0788,"Southern Metropolitan",7809,"Boroondara",5,2017
"8239","Balwyn North","h",4,1630000,"S","Jellis",2017-05-13,9.2,"3104",2,1,677,190,1960,-37.7897,145.0922,"Southern Metropolitan",7809,"Boroondara",5,2017
"8240","Balwyn North","u",3,7e+05,"S","Marshall",2017-05-13,9.2,"3104",1,1,350,120,1950,-37.7862,145.0739,"Southern Metropolitan",7809,"Boroondara",5,2017
"8241","Bentleigh","t",3,1303000,"S","hockingstuart",2017-05-13,13,"3204",2,2,334,135,2006,-37.9284,145.0428,"Southern Metropolitan",6795,"Glen Eira",5,2017
"8242","Bentleigh","t",4,1105000,"S","Hodges",2017-05-13,13,"3204",2,1,207,188.5,2007,-37.9156,145.0355,"Southern Metropolitan",6795,"Glen Eira",5,2017
"8243","Bentleigh East","t",3,1200000,"PI","Purplebricks",2017-05-13,13.9,"3165",2,2,369,135,2008,-37.9092,145.0728,"Southern Metropolitan",10969,"Glen Eira",5,2017
"8244","Bentleigh East","h",3,830000,"PI","Thomson",2017-05-13,13.9,"3165",1,2,290,130,2006,-37.9292,145.0689,"Southern Metropolitan",10969,"Glen Eira",5,2017
"8245","Bentleigh East","h",4,1860000,"PI","hockingstuart",2017-05-13,13.9,"3165",3,2,620,190,1960,-37.9228,145.0555,"Southern Metropolitan",10969,"Glen Eira",5,2017
"8246","Bentleigh East","t",3,767000,"S","Gary",2017-05-13,13.9,"3165",1,2,162,135,2008,-37.9229,145.0538,"Southern Metropolitan",10969,"Glen Eira",5,2017
"8247","Box Hill","u",2,572000,"SP","Barry",2017-05-13,13.1,"3128",1,1,0,76,1970,-37.8219,145.1213,"Eastern Metropolitan",4605,"Whitehorse",5,2017
"8248","Box Hill","h",3,910000,"S","Fletchers",2017-05-13,13.1,"3128",1,2,414,130,1930,-37.8247,145.1359,"Eastern Metropolitan",4605,"Whitehorse",5,2017
"8249","Brighton","h",3,2445000,"S","Marshall",2017-05-13,11.2,"3186",3,2,440,130,1948,-37.8868,144.9968,"Southern Metropolitan",10579,"Bayside",5,2017
"8250","Brighton","h",4,2e+06,"VB","Kay",2017-05-13,11.2,"3186",2,2,286,283,1999,-37.8981,145,"Southern Metropolitan",10579,"Bayside",5,2017
"8251","Brighton","h",2,1350000,"S","Hodges",2017-05-13,11.2,"3186",1,1,873,96,1948,-37.9043,145.0048,"Southern Metropolitan",10579,"Bayside",5,2017
"8252","Brighton","u",2,520000,"PI","hockingstuart",2017-05-13,11.2,"3186",1,1,1647,73,2004,-37.8847,144.9972,"Southern Metropolitan",10579,"Bayside",5,2017
"8253","Brighton","u",3,1392000,"S","hockingstuart",2017-05-13,11.2,"3186",2,1,188,114.5,1970,-37.9181,144.9933,"Southern Metropolitan",10579,"Bayside",5,2017
"8254","Brighton East","h",3,1635000,"S","Buxton",2017-05-13,10.7,"3187",1,1,597,131,1925,-37.9064,145.0229,"Southern Metropolitan",6938,"Bayside",5,2017
"8255","Brighton East","h",5,2140000,"S","Marshall",2017-05-13,10.7,"3187",2,2,780,206,1950,-37.9173,145.0142,"Southern Metropolitan",6938,"Bayside",5,2017
"8256","Brighton East","h",3,1743000,"S","Marshall",2017-05-13,10.7,"3187",1,2,590,130,1950,-37.9287,145.0273,"Southern Metropolitan",6938,"Bayside",5,2017
"8257","Brighton East","h",3,1975000,"S","Kay",2017-05-13,10.7,"3187",1,2,688,130,1950,-37.9212,145.013,"Southern Metropolitan",6938,"Bayside",5,2017
"8258","Brighton East","h",8,1880000,"VB","Buxton",2017-05-13,10.7,"3187",3,3,614,152.5,1950,-37.9097,145.0161,"Southern Metropolitan",6938,"Bayside",5,2017
"8259","Brighton East","u",2,910000,"S","Woodards",2017-05-13,10.7,"3187",1,3,238,76,1970,-37.9126,145.0105,"Southern Metropolitan",6938,"Bayside",5,2017
"8260","Brighton East","h",4,1630000,"S","RT",2017-05-13,10.7,"3187",2,1,596,190,1950,-37.9113,145.0207,"Southern Metropolitan",6938,"Bayside",5,2017
"8261","Brunswick","h",2,830000,"VB","Nelson",2017-05-13,5.2,"3056",1,1,153,96,1910,-37.766,144.9609,"Northern Metropolitan",11918,"Moreland",5,2017
"8262","Brunswick","u",1,418000,"SP","Harcourts",2017-05-13,5.2,"3056",1,1,0,51,1970,-37.7783,144.9635,"Northern Metropolitan",11918,"Moreland",5,2017
"8263","Brunswick","h",4,1385000,"PI","Jellis",2017-05-13,5.2,"3056",2,4,650,173.45,1950,-37.7575,144.9716,"Northern Metropolitan",11918,"Moreland",5,2017
"8264","Brunswick","t",3,981000,"SP","Nelson",2017-05-13,5.2,"3056",2,1,122,140,2012,-37.7698,144.9661,"Northern Metropolitan",11918,"Moreland",5,2017
"8265","Brunswick East","u",2,5e+05,"S","Jellis",2017-05-13,4.5,"3057",1,1,1556,76,2013,-37.7721,144.9719,"Northern Metropolitan",5533,"Moreland",5,2017
"8266","Brunswick East","u",2,435000,"SP","Other",2017-05-13,4.5,"3057",1,1,0,70,2011,-37.7755,144.9786,"Northern Metropolitan",5533,"Moreland",5,2017
"8267","Brunswick East","h",2,1015000,"S","Nelson",2017-05-13,4.5,"3057",1,0,137,67,1890,-37.7738,144.9733,"Northern Metropolitan",5533,"Moreland",5,2017
"8268","Brunswick East","u",2,550000,"SP","Nelson",2017-05-13,4.5,"3057",1,1,1611,76,2008,-37.7685,144.9724,"Northern Metropolitan",5533,"Moreland",5,2017
"8269","Brunswick East","h",2,1283000,"S","Jellis",2017-05-13,4.5,"3057",1,1,263,109,1910,-37.7661,144.9742,"Northern Metropolitan",5533,"Moreland",5,2017
"8270","Brunswick East","h",1,1185000,"S","Other",2017-05-13,4.5,"3057",1,0,365,69,1920,-37.7667,144.9802,"Northern Metropolitan",5533,"Moreland",5,2017
"8271","Brunswick East","h",2,1025000,"S","Nelson",2017-05-13,4.5,"3057",1,0,121,96,1920,-37.7744,144.9733,"Northern Metropolitan",5533,"Moreland",5,2017
"8272","Brunswick East","u",2,460000,"SP","Nelson",2017-05-13,4.5,"3057",1,1,0,76,2008,-37.76,144.9757,"Northern Metropolitan",5533,"Moreland",5,2017
"8273","Brunswick West","h",3,1097000,"S","Walshe",2017-05-13,5.9,"3055",1,1,372,130,1935,-37.7634,144.9434,"Northern Metropolitan",7082,"Moreland",5,2017
"8274","Brunswick West","h",3,1100000,"VB","Nelson",2017-05-13,5.9,"3055",2,1,169,139,1900,-37.7585,144.9504,"Northern Metropolitan",7082,"Moreland",5,2017
"8275","Brunswick West","h",3,1220000,"S","Woodards",2017-05-13,5.9,"3055",1,1,335,113,1940,-37.766,144.945,"Northern Metropolitan",7082,"Moreland",5,2017
"8276","Brunswick West","h",3,1060000,"S","Walshe",2017-05-13,5.9,"3055",1,2,465,130,1935,-37.7572,144.9486,"Northern Metropolitan",7082,"Moreland",5,2017
"8277","Bulleen","h",5,1730000,"S","RT",2017-05-13,11.8,"3105",4,4,564,185,1955,-37.7735,145.0936,"Eastern Metropolitan",4480,"Manningham",5,2017
"8278","Burwood","h",3,1385000,"S","Marshall",2017-05-13,11.7,"3125",2,4,697,130,1960,-37.8592,145.0948,"Southern Metropolitan",5678,"Monash",5,2017
"8279","Burwood","h",2,870000,"S","Noel",2017-05-13,11.7,"3125",1,1,271,160,1960,-37.8512,145.1145,"Southern Metropolitan",5678,"Whitehorse",5,2017
"8280","Camberwell","h",2,1402000,"S","Other",2017-05-13,7.8,"3124",1,0,429,96,1939,-37.845,145.071,"Southern Metropolitan",8920,"Boroondara",5,2017
"8281","Camberwell","h",3,1861000,"S","Marshall",2017-05-13,7.8,"3124",2,2,324,130,1939,-37.8418,145.0916,"Southern Metropolitan",8920,"Boroondara",5,2017
"8282","Camberwell","h",3,1620000,"S","Jellis",2017-05-13,7.8,"3124",2,2,575,155,2000,-37.8378,145.0909,"Southern Metropolitan",8920,"Boroondara",5,2017
"8283","Camberwell","h",4,1980000,"S","Marshall",2017-05-13,7.8,"3124",3,2,728,190,1939,-37.8416,145.0959,"Southern Metropolitan",8920,"Boroondara",5,2017
"8284","Camberwell","h",4,2513000,"S","Marshall",2017-05-13,7.8,"3124",2,3,696,190,1939,-37.8355,145.0665,"Southern Metropolitan",8920,"Boroondara",5,2017
"8285","Camberwell","h",4,3550000,"S","Marshall",2017-05-13,7.8,"3124",2,1,790,251,1890,-37.8269,145.0661,"Southern Metropolitan",8920,"Boroondara",5,2017
"8286","Camberwell","h",2,1900000,"S","Noel",2017-05-13,7.8,"3124",1,3,633,134.3,1960,-37.8427,145.0824,"Southern Metropolitan",8920,"Boroondara",5,2017
"8287","Canterbury","t",3,1775000,"VB","Jellis",2017-05-13,9,"3126",2,2,410,135,2005,-37.8178,145.0649,"Southern Metropolitan",3265,"Boroondara",5,2017
"8288","Canterbury","h",4,2510000,"PI","Kay",2017-05-13,9,"3126",3,2,789,190,1931,-37.8214,145.0843,"Southern Metropolitan",3265,"Boroondara",5,2017
"8289","Canterbury","h",3,3725000,"S","Marshall",2017-05-13,9,"3126",2,2,857,250,1931,-37.8203,145.0785,"Southern Metropolitan",3265,"Boroondara",5,2017
"8290","Carlton North","h",4,3450000,"S","Nelson",2017-05-13,3.2,"3054",2,1,515,203,1905,-37.7817,144.9742,"Northern Metropolitan",3106,"Yarra",5,2017
"8291","Carlton North","h",2,1290000,"S","Nelson",2017-05-13,3.2,"3054",1,0,119,76.77,1900,-37.7822,144.9748,"Northern Metropolitan",3106,"Yarra",5,2017
"8292","Carnegie","u",3,1105000,"S","Gary",2017-05-13,11.4,"3163",2,2,271,114.5,1997,-37.8993,145.0531,"Southern Metropolitan",7822,"Glen Eira",5,2017
"8293","Carnegie","h",3,1200000,"PI","hockingstuart",2017-05-13,11.4,"3163",2,2,515,156,1930,-37.8924,145.0541,"Southern Metropolitan",7822,"Glen Eira",5,2017
"8294","Caulfield North","u",2,655000,"S","hockingstuart",2017-05-13,8.1,"3161",1,1,0,76,1975,-37.8806,145.0346,"Southern Metropolitan",6923,"Glen Eira",5,2017
"8295","Caulfield South","h",2,1104000,"S","Gary",2017-05-13,9.3,"3162",1,1,534,96,1930,-37.8989,145.0171,"Southern Metropolitan",5051,"Glen Eira",5,2017
"8296","Caulfield South","t",3,1e+06,"VB","Other",2017-05-13,9.3,"3162",2,2,265,135,1995,-37.8924,145.0154,"Southern Metropolitan",5051,"Glen Eira",5,2017
"8297","Clifton Hill","h",3,1660000,"S","Collins",2017-05-13,3.4,"3068",1,2,290,130,1900,-37.7906,144.9993,"Northern Metropolitan",2954,"Yarra",5,2017
"8298","Clifton Hill","h",2,1250000,"S","Other",2017-05-13,3.4,"3068",1,1,168,96,1900,-37.7914,144.9967,"Northern Metropolitan",2954,"Yarra",5,2017
"8299","Clifton Hill","h",3,1652500,"S","Nelson",2017-05-13,3.4,"3068",1,0,276,170,1904,-37.7933,144.9938,"Northern Metropolitan",2954,"Yarra",5,2017
"8300","Clifton Hill","h",2,1250000,"S","Jellis",2017-05-13,3.4,"3068",1,0,158,95,1890,-37.7925,144.9995,"Northern Metropolitan",2954,"Yarra",5,2017
"8301","Clifton Hill","u",1,465000,"S","Haughton",2017-05-13,3.4,"3068",1,1,0,45,1970,-37.7881,145.0058,"Northern Metropolitan",2954,"Yarra",5,2017
"8302","Coburg","t",3,824000,"S","Barry",2017-05-13,7.8,"3058",1,2,120,113.76,1990,-37.7462,144.9795,"Northern Metropolitan",11204,"Moreland",5,2017
"8303","Coburg","h",3,1180000,"S","Nelson",2017-05-13,7.8,"3058",2,2,588,130,1930,-37.7445,144.9751,"Northern Metropolitan",11204,"Moreland",5,2017
"8304","Coburg","h",3,985000,"PI","Jellis",2017-05-13,7.8,"3058",1,2,391,130,1930,-37.7418,144.9562,"Northern Metropolitan",11204,"Moreland",5,2017
"8305","Coburg","h",2,941000,"S","Nelson",2017-05-13,7.8,"3058",1,2,413,96,1930,-37.7355,144.9545,"Northern Metropolitan",11204,"Moreland",5,2017
"8306","Coburg","h",3,940500,"S","Nelson",2017-05-13,7.8,"3058",1,3,480,130,1930,-37.7348,144.9509,"Northern Metropolitan",11204,"Moreland",5,2017
"8307","Coburg","h",2,775000,"S","Barry",2017-05-13,7.8,"3058",1,1,314,96,1930,-37.7485,144.9502,"Northern Metropolitan",11204,"Moreland",5,2017
"8308","Coburg North","h",4,770000,"S","Brad",2017-05-13,9.2,"3058",1,1,545,190,1955,-37.7304,144.9605,"Northern Metropolitan",3445,"Moreland",5,2017
"8309","Collingwood","h",3,1309000,"S","Nelson",2017-05-13,1.6,"3066",1,0,168,130,1900,-37.7975,144.9924,"Northern Metropolitan",4553,"Yarra",5,2017
"8310","Doncaster","h",4,1100000,"PI","Barry",2017-05-13,13.9,"3108",3,2,661,170,1965,-37.7905,145.1433,"Eastern Metropolitan",9028,"Manningham",5,2017
"8311","East Melbourne","u",2,810000,"S","Biggin",2017-05-13,1.5,"Other",1,1,944,76,1990,-37.8144,144.9896,"Northern Metropolitan",3040,"Melbourne",5,2017
"8312","Elwood","h",3,1875000,"VB","Chisholm",2017-05-13,7.7,"3184",2,2,270,130,1920,-37.8805,144.9933,"Southern Metropolitan",8989,"Port Phillip",5,2017
"8313","Elwood","u",3,950000,"S","Other",2017-05-13,7.7,"3184",1,1,0,114.5,1960,-37.8794,144.9804,"Southern Metropolitan",8989,"Port Phillip",5,2017
"8314","Elwood","u",1,360000,"S","Biggin",2017-05-13,7.7,"3184",1,0,0,39.5,1959,-37.8749,144.9799,"Southern Metropolitan",8989,"Port Phillip",5,2017
"8315","Essendon","u",2,7e+05,"VB","Barry",2017-05-13,8,"3040",1,1,251,76,1975,-37.7491,144.8968,"Western Metropolitan",9264,"Moonee Valley",5,2017
"8316","Essendon","h",3,1400000,"SP","McDonald",2017-05-13,8,"3040",1,1,578,130,1940,-37.7526,144.9089,"Western Metropolitan",9264,"Moonee Valley",5,2017
"8317","Essendon West","h",3,1406000,"S","Nelson",2017-05-13,9.8,"3040",1,1,34,130,1950,-37.7506,144.8891,"Western Metropolitan",588,"Moonee Valley",5,2017
"8318","Fairfield","h",3,1500000,"PI","Woodards",2017-05-13,5.8,"3078",1,2,574,150,1925,-37.783,145.0165,"Northern Metropolitan",2970,"Darebin",5,2017
"8319","Fawkner","h",3,698000,"S","Ray",2017-05-13,12.4,"3060",1,1,602,130,1960,-37.6995,144.9669,"Northern Metropolitan",5070,"Moreland",5,2017
"8320","Fawkner","h",2,949500,"S","Brad",2017-05-13,12.4,"3060",1,1,689,96,1960,-37.7052,144.964,"Northern Metropolitan",5070,"Moreland",5,2017
"8321","Fawkner","u",3,532000,"S","Ray",2017-05-13,12.4,"3060",2,1,207,205,2007,-37.7049,144.9631,"Northern Metropolitan",5070,"Moreland",5,2017
"8322","Fitzroy","h",3,2725000,"S","Jellis",2017-05-13,1.6,"3065",2,1,0,130,1895,-37.8007,144.9833,"Northern Metropolitan",5825,"Yarra",5,2017
"8323","Fitzroy","h",2,1350000,"VB","Jellis",2017-05-13,1.6,"3065",1,0,131,110,1900,-37.7999,144.9776,"Northern Metropolitan",5825,"Yarra",5,2017
"8324","Flemington","u",2,450000,"S","Nelson",2017-05-13,4.4,"3031",1,1,0,62,1970,-37.7826,144.9311,"Northern Metropolitan",3593,"Moonee Valley",5,2017
"8325","Flemington","u",2,5e+05,"S","Nelson",2017-05-13,4.4,"3031",1,1,0,72.9,1970,-37.7829,144.9247,"Northern Metropolitan",3593,"Moonee Valley",5,2017
