"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"301","Coburg",2,598000,"S","Nelson",2016-08-22,7.8,"3058",1,1,108,100,2007,-37.7379,144.9617,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"302","Footscray",4,699000,"VB","Raine",2016-08-22,6.4,"3011",2,2,0,126,2015,-37.7905,144.8882,"Western Metropolitan",7570,78,"13,203","Maribyrnong",8,2016
"303","Glenroy",3,550000,"SP","Stockdale",2016-08-22,13,"3046",2,2,212,129,2010,-37.7073,144.9277,"Northern Metropolitan",8870,54,"19,671","Moreland",8,2016
"304","Hampton East",3,1150000,"S","McGrath",2016-08-22,14.5,"3188",2,1,0,3,2005,-37.9355,145.0276,"Southern Metropolitan",2356,67,"4,403","Bayside",8,2016
"305","Ivanhoe",2,785000,"S","Jellis",2016-08-22,7.9,"3079",2,1,124,135,2010,-37.7618,145.0287,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2016
"306","Ivanhoe East",3,1050000,"VB","Nelson",2016-08-22,9,"3079",2,1,180,165,2012,-37.772,145.0538,"Eastern Metropolitan",1554,64,"3,790","Banyule",8,2016
"307","Kensington",3,790000,"SP","Edward",2016-08-22,4.2,"3031",2,2,1181,136,2003,-37.7982,144.9202,"Northern Metropolitan",5263,82,"9,689","Melbourne",8,2016
"308","Kensington",2,7e+05,"VB","Nelson",2016-08-22,4.2,"3031",2,1,324,97,2009,-37.7903,144.9345,"Northern Metropolitan",5263,82,"9,689","Melbourne",8,2016
"309","Maidstone",2,510000,"SP","Sweeney",2016-08-22,9.2,"3012",1,2,118,91,2014,-37.787,144.8748,"Western Metropolitan",3873,62,"7,768","Maribyrnong",8,2016
"310","Malvern East",3,1370000,"S","Abercromby's",2016-08-22,11.2,"3145",2,2,323,204,1994,-37.8704,145.0411,"Southern Metropolitan",8801,77,"20,028","Stonnington",8,2016
"311","Maribyrnong",2,440000,"PI","Rendina",2016-08-22,8.7,"3032",1,2,54,85,2000,-37.774,144.8797,"Western Metropolitan",4918,70,"10,135","Maribyrnong",8,2016
"312","Pascoe Vale",2,610000,"S","Ray",2016-08-22,9.9,"3044",1,1,169,109,1995,-37.7186,144.9306,"Northern Metropolitan",7485,59,"14,871","Moreland",8,2016
"313","Richmond",3,975000,"PI","Jellis",2016-08-22,2.6,"3121",1,1,383,135,1993,-37.8248,144.9976,"Northern Metropolitan",14949,90,"23,838","Yarra",8,2016
"314","Ashwood",3,830000,"S","Barry",2016-08-28,12.2,"3147",1,2,212,130,2012,-37.8723,145.1089,"Southern Metropolitan",2894,63,"6,091","Monash",8,2016
"315","Bentleigh",4,1245000,"S","Buxton",2016-08-28,13,"3204",2,2,345,188.5,2010,-37.9291,145.0491,"Southern Metropolitan",6795,75,"14,926","Glen Eira",8,2016
"316","Bentleigh East",3,780000,"PI","Buxton",2016-08-28,13.9,"3165",2,1,209,135,2008,-37.9131,145.07,"Southern Metropolitan",10969,59,"25,928","Glen Eira",8,2016
"317","Brighton",2,1400000,"S","RT",2016-08-28,11.2,"3186",2,1,267,100,1997,-37.9159,144.9933,"Southern Metropolitan",10579,75,"21,267","Bayside",8,2016
"318","Brighton East",3,1420000,"S","hockingstuart",2016-08-28,10.7,"3187",2,2,247,135,2000,-37.9241,145.0108,"Southern Metropolitan",6938,63,"15,807","Bayside",8,2016
"319","Burwood",3,702000,"S","Barry",2016-08-28,11.7,"3125",2,1,170,106,2001,-37.8554,145.1089,"Southern Metropolitan",5678,59,"13,172","Monash",8,2016
"320","Canterbury",4,1420000,"S","Other",2016-08-28,9,"3126",2,2,278,188.5,2005,-37.8273,145.0752,"Southern Metropolitan",3265,72,"7,856","Boroondara",8,2016
"321","Chadstone",4,881000,"S","Ray",2016-08-28,13.6,"3148",2,1,188,137,2014,-37.8781,145.0955,"Southern Metropolitan",3582,66,"7,825","Monash",8,2016
"322","Clifton Hill",2,640000,"VB","Miles",2016-08-28,3.4,"3068",1,1,0,100,2005,-37.7873,144.9961,"Northern Metropolitan",2954,85,"5,782","Yarra",8,2016
"323","Coburg",2,570000,"S","Peter",2016-08-28,7.8,"3058",1,1,0,86,1900,-37.7367,144.9701,"Northern Metropolitan",11204,71,"24,996","Moreland",8,2016
"324","Doncaster",3,888000,"S","Jellis",2016-08-28,13.9,"3108",2,1,192,135,2009,-37.7942,145.1256,"Eastern Metropolitan",9028,58,"18,372","Manningham",8,2016
"325","Fawkner",3,492000,"S","Ray",2016-08-28,12.4,"3060",1,1,208,107,2011,-37.7092,144.9695,"Northern Metropolitan",5070,56,"12,589","Moreland",8,2016
"326","Footscray",3,757000,"S","Jas",2016-08-28,6.4,"3011",2,2,102,102,2011,-37.7987,144.8807,"Western Metropolitan",7570,78,"13,203","Maribyrnong",8,2016
"327","Ivanhoe",2,710000,"PI","Nelson",2016-08-28,7.9,"3079",1,1,134,120,2012,-37.7582,145.034,"Eastern Metropolitan",5549,71,"11,038","Banyule",8,2016
"328","Keilor East",3,710000,"SP","Nelson",2016-08-28,12.8,"3033",2,1,320,133,2013,-37.7415,144.8668,"Western Metropolitan",5629,55,"13,234","Moonee Valley",8,2016
"329","Maidstone",2,6e+05,"S","Jas",2016-08-28,9.2,"3012",2,1,145,112,2012,-37.7801,144.869,"Western Metropolitan",3873,62,"7,768","Maribyrnong",8,2016
"330","Moorabbin",3,8e+05,"S","Buxton",2016-08-28,14.6,"3189",2,1,0,135,1999,-37.9374,145.0542,"Southern Metropolitan",2555,71,"5,298","Kingston",8,2016
"331","South Kingsville",2,611000,"SP","Williams",2016-08-28,9.1,"3015",1,1,228,100,2000,-37.8317,144.8713,"Western Metropolitan",984,59,"1,829","Hobsons Bay",8,2016
"332","South Yarra",3,1715000,"S","Williams",2016-08-28,3.3,"3141",2,2,0,135,2003,-37.8374,144.9852,"Southern Metropolitan",14887,92,"19,186","Melbourne",8,2016
"333","Strathmore",3,6e+05,"PI","Nelson",2016-08-28,9.7,"3041",3,2,717,135,2005,-37.7234,144.9077,"Western Metropolitan",3284,69,"8,101","Moonee Valley",8,2016
"334","Bentleigh",3,1275000,"S","hockingstuart",2016-09-17,13,"3204",2,2,309,135,2010,-37.9287,145.0461,"Southern Metropolitan",6795,75,"14,926","Glen Eira",9,2016
"335","Bentleigh East",3,825000,"S","hockingstuart",2016-09-17,13.9,"3165",1,1,642,135,2008,-37.9269,145.0787,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"336","Bentleigh East",4,1250000,"PI","Buxton",2016-09-17,13.9,"3165",2,2,314,231,2010,-37.9299,145.0598,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"337","Brighton",3,1762000,"S","Buxton",2016-09-17,11.2,"3186",2,2,483,135,1997,-37.9075,145.0064,"Southern Metropolitan",10579,75,"21,267","Bayside",9,2016
"338","Brighton East",3,1300000,"PI","Buxton",2016-09-17,10.7,"3187",2,2,337,222,2000,-37.9196,145.0205,"Southern Metropolitan",6938,63,"15,807","Bayside",9,2016
"339","Burwood",3,745000,"S","Noel",2016-09-17,11.7,"3125",1,2,228,126,1998,-37.8521,145.1187,"Southern Metropolitan",5678,59,"13,172","Whitehorse",9,2016
"340","Burwood",3,752000,"S","Other",2016-09-17,11.7,"3125",2,2,217,135,1993,-37.8522,145.1312,"Southern Metropolitan",5678,59,"13,172","Whitehorse",9,2016
"341","Chadstone",4,965000,"SP","Buxton",2016-09-17,13.6,"3148",3,2,273,182,2012,-37.8742,145.105,"Southern Metropolitan",3582,66,"7,825","Monash",9,2016
"342","Coburg",3,590000,"PI","Other",2016-09-17,7.8,"3058",2,2,0,168,2009,-37.7372,144.9764,"Northern Metropolitan",11204,71,"24,996","Moreland",9,2016
"343","Coburg",3,590000,"VB","Ray",2016-09-17,7.8,"3058",2,2,0,109,2013,-37.7458,144.9751,"Northern Metropolitan",11204,71,"24,996","Moreland",9,2016
"344","Glenroy",4,608000,"S","Raine",2016-09-17,13,"3046",2,1,252,150,2014,-37.7006,144.9299,"Northern Metropolitan",8870,54,"19,671","Moreland",9,2016
"345","Hawthorn East",3,1790000,"S","Jellis",2016-09-17,7.5,"3123",2,2,0,135,2005,-37.8356,145.0519,"Southern Metropolitan",6482,83,"13,113","Boroondara",9,2016
"346","Heidelberg",2,595000,"SP","Miles",2016-09-17,10.6,"3084",1,1,88,100,1995,-37.7587,145.0629,"Eastern Metropolitan",2890,64,"5,733","Banyule",9,2016
"347","Ivanhoe",2,779000,"S","Miles",2016-09-17,7.9,"3079",1,2,152,100,1970,-37.7635,145.0464,"Eastern Metropolitan",5549,71,"11,038","Banyule",9,2016
"348","Kew",2,672000,"S","Nelson",2016-09-17,5.6,"3101",1,1,0,100,1980,-37.8094,145.0446,"Southern Metropolitan",10331,71,"23,871","Boroondara",9,2016
"349","Maidstone",3,555000,"PI","Biggin",2016-09-17,9.2,"3012",1,2,210,121,2012,-37.7869,144.8749,"Western Metropolitan",3873,62,"7,768","Maribyrnong",9,2016
"350","Malvern East",3,1135000,"S","Jellis",2016-09-17,11.2,"3145",3,2,0,130,1988,-37.8812,145.057,"Southern Metropolitan",8801,77,"20,028","Stonnington",9,2016
"351","Northcote",2,701000,"SP","Nelson",2016-09-17,5.5,"3070",1,1,0,109,2000,-37.7711,145.013,"Northern Metropolitan",11364,82,"22,914","Darebin",9,2016
"352","Pascoe Vale",3,6e+05,"S","Eview",2016-09-17,9.9,"3044",3,1,205,107,1940,-37.7212,144.9326,"Northern Metropolitan",7485,59,"14,871","Moreland",9,2016
"353","Pascoe Vale",2,510000,"S","Other",2016-09-17,9.9,"3044",1,1,110,91,2013,-37.7282,144.928,"Northern Metropolitan",7485,59,"14,871","Moreland",9,2016
"354","Spotswood",4,840000,"S","Jas",2016-09-17,7.7,"3015",3,2,278,277,2015,-37.8261,144.8718,"Western Metropolitan",1223,66,"2,347","Hobsons Bay",9,2016
"355","Surrey Hills",2,770500,"S","Jellis",2016-09-17,11.2,"3127",2,1,88,92,1997,-37.819,145.0888,"Southern Metropolitan",5457,66,"13,143","Boroondara",9,2016
"356","Toorak",3,2050000,"S","Other",2016-09-17,4.6,"3142",2,2,339,135,1999,-37.8425,145.0252,"Southern Metropolitan",7217,74,"12,832","Stonnington",9,2016
"357","Albion",2,319000,"SP","Barry",2016-09-24,13.9,"3020",1,1,0,78,1970,-37.7796,144.8252,"Western Metropolitan",2185,53,"4,322","Brimbank",9,2016
"358","Alphington",2,650000,"SP","Other",2016-09-24,6.4,"3078",1,0,0,100,1986,-37.7848,145.025,"Northern Metropolitan",2211,69,"4,573","Yarra",9,2016
"359","Avondale Heights",2,550000,"SP","Moonee",2016-09-24,10.5,"3034",1,2,158,100,1993,-37.7592,144.8681,"Western Metropolitan",4502,59,"11,015","Moonee Valley",9,2016
"360","Bentleigh East",3,965000,"S","Buxton",2016-09-24,13.9,"3165",2,1,283,28,2010,-37.9142,145.08,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"361","Bentleigh East",3,7e+05,"PI","hockingstuart",2016-09-24,13.9,"3165",2,2,194,200,2008,-37.9272,145.0801,"Southern Metropolitan",10969,59,"25,928","Glen Eira",9,2016
"362","Brighton East",1,681000,"SP","Buxton",2016-09-24,10.7,"3187",1,1,166,60,2012,-37.9159,145.019,"Southern Metropolitan",6938,63,"15,807","Bayside",9,2016
"363","Brighton East",3,1511000,"S","RT",2016-09-24,10.7,"3187",2,2,496,135,2000,-37.9237,145.0075,"Southern Metropolitan",6938,63,"15,807","Bayside",9,2016
"364","Brunswick",2,754000,"S","Nelson",2016-09-24,5.2,"3056",2,1,177,105,2000,-37.7625,144.9653,"Northern Metropolitan",11918,84,"22,739","Moreland",9,2016
"365","Brunswick West",2,735000,"S","Jellis",2016-09-24,5.9,"3055",1,2,120,109,2004,-37.7659,144.9487,"Northern Metropolitan",7082,66,"13,171","Moreland",9,2016
"366","Clifton Hill",3,825000,"SP","Jellis",2016-09-24,3.4,"3068",3,1,67,119,2010,-37.7946,144.9989,"Northern Metropolitan",2954,85,"5,782","Yarra",9,2016
"367","Coburg",2,599000,"S","Ray",2016-09-24,7.8,"3058",2,1,76,100,2009,-37.7474,144.9621,"Northern Metropolitan",11204,71,"24,996","Moreland",9,2016
"368","Cremorne",2,1010000,"S","hockingstuart",2016-09-24,2.5,"3121",1,1,151,151,1998,-37.8311,144.9914,"Northern Metropolitan",1123,89,"1,572","Yarra",9,2016
"369","Elsternwick",2,751000,"S","McGrath",2016-09-24,8.5,"3185",2,1,0,100,2000,-37.8868,145,"Southern Metropolitan",4898,83,"9,772","Glen Eira",9,2016
"370","Essendon West",3,970000,"PI","Barry",2016-09-24,9.8,"3040",2,2,356,223,2011,-37.7493,144.8901,"Western Metropolitan",588,43,"1,405","Moonee Valley",9,2016
"371","Fairfield",2,805000,"S","McGrath",2016-09-24,5.8,"3078",1,1,140,2,2008,-37.7697,145.0203,"Northern Metropolitan",2970,72,"5,937","Darebin",9,2016
"372","Footscray",3,699000,"S","Jas",2016-09-24,6.4,"3011",1,1,125,113,2000,-37.7922,144.8831,"Western Metropolitan",7570,78,"13,203","Maribyrnong",9,2016
"373","Glen Iris",3,1200000,"VB","Other",2016-09-24,9.2,"3146",2,2,541,135,1970,-37.8628,145.0486,"Southern Metropolitan",10412,65,"24,992","Stonnington",9,2016
"374","Hampton",3,1100000,"S","Hodges",2016-09-24,13.7,"3188",2,1,355,140,1987,-37.9391,145.012,"Southern Metropolitan",5454,69,"12,459","Bayside",9,2016
"375","Kew",4,1e+06,"VB","Fletchers",2016-09-24,5.6,"3101",3,2,317,188.5,1980,-37.794,145.032,"Southern Metropolitan",10331,71,"23,871","Boroondara",9,2016
"376","Kew East",3,1963000,"S","Noel",2016-09-24,7.5,"3102",2,2,426,135,2010,-37.7917,145.0585,"Southern Metropolitan",2671,71,"6,026","Boroondara",9,2016
"377","Maribyrnong",2,4e+05,"PI","Rendina",2016-09-24,8.7,"3032",1,2,54,85,2000,-37.774,144.8797,"Western Metropolitan",4918,70,"10,135","Maribyrnong",9,2016
"378","Newport",3,747000,"S","Jas",2016-09-24,8.4,"3015",2,2,753,170,2005,-37.8413,144.8741,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",9,2016
"379","Newport",4,827500,"S","Greg",2016-09-24,8.4,"3015",3,2,221,188.5,2009,-37.8424,144.8653,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",9,2016
"380","Oakleigh South",3,8e+05,"S","Buxton",2016-09-24,14.7,"3167",1,2,252,135,2005,-37.9167,145.0879,"South-Eastern Metropolitan",3692,50,"9,126","Monash",9,2016
"381","Port Melbourne",2,779000,"S","Frank",2016-09-24,3.8,"3207",1,1,0,100,2012,-37.8396,144.9391,"Southern Metropolitan",8648,84,"14,520","Melbourne",9,2016
"382","Prahran",3,1015000,"S","Other",2016-09-24,4.5,"3181",3,1,0,135,1996,-37.8514,144.9957,"Southern Metropolitan",7717,87,"11,171","Stonnington",9,2016
"383","Thornbury",3,1070000,"S","Jellis",2016-09-24,6.5,"3071",2,2,158,140,2007,-37.7588,144.9881,"Northern Metropolitan",8870,77,"17,473","Darebin",9,2016
"384","Williamstown",4,830000,"SP","Other",2016-09-24,8,"3016",1,2,0,188.5,2002,-37.8519,144.8968,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",9,2016
"385","Aberfeldie",3,935000,"SP","Nelson",2016-10-09,9.1,"3040",2,2,217,149,2005,-37.7591,144.8923,"Western Metropolitan",1543,60,"3,623","Moonee Valley",10,2016
"386","Bentleigh",4,1155000,"S","Buxton",2016-10-09,13,"3204",3,2,271,205,2010,-37.9252,145.0494,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"387","Brighton East",4,1100000,"VB","Gary",2016-10-09,10.7,"3187",3,2,302,188.5,2000,-37.9317,145.0294,"Southern Metropolitan",6938,63,"15,807","Bayside",10,2016
"388","Other",3,430000,"PI","Jas",2016-10-09,10.9,"3012",1,1,131,135,2010,-37.8203,144.8386,"Western Metropolitan",962,58,"1,647","Hobsons Bay",10,2016
"389","Brunswick",2,750000,"PI","Nelson",2016-10-09,5.2,"3056",2,1,118,88,2013,-37.7723,144.9643,"Northern Metropolitan",11918,84,"22,739","Moreland",10,2016
"390","Burwood",3,780000,"VB","Jellis",2016-10-09,11.7,"3125",2,2,160,135,2005,-37.8525,145.0973,"Southern Metropolitan",5678,59,"13,172","Whitehorse",10,2016
"391","Camberwell",2,900400,"S","Noel",2016-10-09,7.8,"3124",1,1,93,111,1998,-37.8314,145.0611,"Southern Metropolitan",8920,66,"20,022","Boroondara",10,2016
"392","Collingwood",3,910000,"S","Jellis",2016-10-09,1.6,"3066",1,1,171,135,1998,-37.8006,144.9925,"Northern Metropolitan",4553,92,"6,490","Yarra",10,2016
"393","Fitzroy North",2,1054000,"S","Other",2016-10-09,3.5,"3068",2,1,0,100,2002,-37.7903,144.9859,"Northern Metropolitan",6244,93,"11,451","Yarra",10,2016
"394","Glenroy",3,545000,"S","Barry",2016-10-09,13,"3046",2,1,136,130,2014,-37.7112,144.9142,"Northern Metropolitan",8870,54,"19,671","Moreland",10,2016
"395","Keilor Park",2,380000,"S","Nelson",2016-10-09,14.5,"3042",1,1,161,100,2010,-37.7251,144.8621,"Western Metropolitan",1119,57,"2,546","Brimbank",10,2016
"396","Malvern East",3,922000,"S","Jellis",2016-10-09,11.2,"3145",2,2,0,138,2000,-37.8782,145.0649,"Southern Metropolitan",8801,77,"20,028","Stonnington",10,2016
"397","Maribyrnong",2,410000,"S","Biggin",2016-10-09,8.7,"3032",1,2,53,71,2000,-37.7736,144.8798,"Western Metropolitan",4918,70,"10,135","Maribyrnong",10,2016
"398","Niddrie",2,617500,"S","Harcourts",2016-10-09,11.2,"3042",1,1,237,100,2012,-37.74,144.8851,"Western Metropolitan",2291,61,"4,851","Moonee Valley",10,2016
"399","Ormond",3,1250000,"S","hockingstuart",2016-10-09,11.8,"3204",2,2,326,188,2000,-37.903,145.0285,"Southern Metropolitan",3578,72,"7,707","Glen Eira",10,2016
"400","Reservoir",2,416000,"S","Ray",2016-10-09,11.2,"3073",1,1,159,70,2000,-37.7059,145.0115,"Northern Metropolitan",21650,60,"47,517","Darebin",10,2016
"401","Richmond",2,855000,"S","Jellis",2016-10-09,2.6,"3121",1,1,92,115,1970,-37.815,145.008,"Northern Metropolitan",14949,90,"23,838","Yarra",10,2016
"402","Rosanna",2,531000,"S","Nelson",2016-10-09,11.4,"3084",1,1,83,89,1990,-37.747,145.07,"Eastern Metropolitan",3540,62,"7,892","Banyule",10,2016
"403","Toorak",3,2650000,"VB","Jellis",2016-10-09,4.6,"3142",3,2,0,291,2000,-37.8428,145.0171,"Southern Metropolitan",7217,74,"12,832","Stonnington",10,2016
"404","Toorak",3,2400000,"S","Other",2016-10-09,4.6,"3142",3,2,425,135,1998,-37.8492,145.0163,"Southern Metropolitan",7217,74,"12,832","Stonnington",10,2016
"405","West Footscray",2,620000,"S","Village",2016-10-09,8.2,"3012",1,1,144,100,2007,-37.7926,144.8809,"Western Metropolitan",5058,64,"10,215","Maribyrnong",10,2016
"406","Balwyn",3,1367000,"S","Jellis",2016-10-12,9.7,"3103",2,2,219,164,2003,-37.8125,145.0849,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"407","Balwyn",2,760000,"S","Other",2016-10-12,9.7,"3103",1,1,121,100,1960,-37.8112,145.0881,"Southern Metropolitan",5682,72,"12,945","Boroondara",10,2016
"408","Balwyn North",2,860000,"S","hockingstuart",2016-10-12,9.2,"3104",2,2,204,100,2005,-37.8008,145.104,"Southern Metropolitan",7809,61,"20,345","Boroondara",10,2016
"409","Bentleigh",3,1100000,"SP","Buxton",2016-10-12,13,"3204",2,2,333,135,2010,-37.9292,145.0341,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"410","Bentleigh East",4,1060000,"S","Woodards",2016-10-12,13.9,"3165",3,1,313,166,1960,-37.9164,145.0765,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"411","Bentleigh East",4,1185000,"S","hockingstuart",2016-10-12,13.9,"3165",2,2,305,207,2012,-37.9245,145.0507,"Southern Metropolitan",10969,59,"25,928","Glen Eira",10,2016
"412","Brighton",2,960000,"S","Hodges",2016-10-12,11.2,"3186",1,2,363,100,1997,-37.9275,145.0046,"Southern Metropolitan",10579,75,"21,267","Bayside",10,2016
"413","Brunswick",2,620000,"S","Harrington",2016-10-12,5.2,"3056",2,1,72,2,2007,-37.7609,144.969,"Northern Metropolitan",11918,84,"22,739","Moreland",10,2016
"414","Camberwell",3,1250000,"VB","Fletchers",2016-10-12,7.8,"3124",2,2,232,135,1998,-37.842,145.0542,"Southern Metropolitan",8920,66,"20,022","Boroondara",10,2016
"415","Carnegie",2,930000,"S","hockingstuart",2016-10-12,11.4,"3163",2,1,166,170,2009,-37.8982,145.0488,"Southern Metropolitan",7822,75,"16,333","Glen Eira",10,2016
"416","Caulfield South",4,1030000,"VB","Gary",2016-10-12,9.3,"3162",2,2,216,165,1995,-37.8887,145.0318,"Southern Metropolitan",5051,70,"11,292","Glen Eira",10,2016
"417","Coburg",3,640000,"S","Nelson",2016-10-12,7.8,"3058",1,2,119,109,1995,-37.7403,144.9491,"Northern Metropolitan",11204,71,"24,996","Moreland",10,2016
"418","Fitzroy North",3,1600000,"VB","Jellis",2016-10-12,3.5,"3068",3,1,188,129,2000,-37.7829,144.9788,"Northern Metropolitan",6244,93,"11,451","Yarra",10,2016
"419","Footscray",3,714000,"S","Jas",2016-10-12,6.4,"3011",2,2,164,3,2008,-37.7948,144.8868,"Western Metropolitan",7570,78,"13,203","Maribyrnong",10,2016
"420","Glen Iris",3,1625000,"S","Jellis",2016-10-12,9.2,"3146",2,2,365,135,1970,-37.8526,145.0853,"Southern Metropolitan",10412,65,"24,992","Boroondara",10,2016
"421","Heidelberg Heights",3,620000,"VB","Miles",2016-10-12,10.5,"3081",2,2,215,118,2005,-37.7424,145.0519,"Eastern Metropolitan",2947,64,"6,410","Banyule",10,2016
"422","Ivanhoe",3,855000,"S","Woodards",2016-10-12,7.9,"3079",2,2,0,130,1980,-37.765,145.0422,"Eastern Metropolitan",5549,71,"11,038","Banyule",10,2016
"423","Ivanhoe",3,1010000,"S","Miles",2016-10-12,7.9,"3079",2,2,314,135,2003,-37.7554,145.0516,"Eastern Metropolitan",5549,71,"11,038","Banyule",10,2016
"424","Keilor East",4,886000,"S","Barry",2016-10-12,12.8,"3033",3,1,322,257,1950,-37.7293,144.8659,"Western Metropolitan",5629,55,"13,234","Moonee Valley",10,2016
"425","North Melbourne",2,888000,"S","Jellis",2016-10-12,2.3,"3051",1,1,0,100,2005,-37.8016,144.9486,"Northern Metropolitan",6821,87,"11,733","Melbourne",10,2016
"426","Williamstown",3,1460000,"S","Greg",2016-10-12,8,"3016",2,2,506,180,2010,-37.8658,144.8857,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",10,2016
"427","Airport West",3,7e+05,"PI","Brad",2016-10-15,13.5,"3042",2,2,165,133,2009,-37.727,144.887,"Western Metropolitan",3464,58,"6,954","Moonee Valley",10,2016
"428","Bentleigh",4,1247000,"S","hockingstuart",2016-10-15,13,"3204",2,3,354,255,2008,-37.9326,145.0441,"Southern Metropolitan",6795,75,"14,926","Glen Eira",10,2016
"429","Box Hill",3,750000,"S","Jellis",2016-10-15,13.1,"3128",2,1,150,3,2000,-37.8287,145.1319,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",10,2016
"430","Box Hill",4,975000,"VB","Other",2016-10-15,13.1,"3128",2,2,299,158,2008,-37.8282,145.1301,"Eastern Metropolitan",4605,72,"9,706","Whitehorse",10,2016
"431","Brunswick West",2,680000,"VB","Nelson",2016-10-15,5.9,"3055",1,1,0,82,1970,-37.772,144.9406,"Northern Metropolitan",7082,66,"13,171","Moreland",10,2016
"432","Canterbury",3,1680000,"S","Jellis",2016-10-15,9,"3126",2,2,387,135,2005,-37.8227,145.0845,"Southern Metropolitan",3265,72,"7,856","Boroondara",10,2016
"433","Doncaster",3,746000,"S","hockingstuart",2016-10-15,13.9,"3108",2,2,118,106,2013,-37.7863,145.106,"Eastern Metropolitan",9028,58,"18,372","Manningham",10,2016
"434","Essendon",3,720000,"S","Frank",2016-10-15,8,"3040",1,2,190,142,1999,-37.7418,144.8918,"Western Metropolitan",9264,71,"18,841","Moonee Valley",10,2016
"435","Essendon West",4,652500,"S","Harcourts",2016-10-15,9.8,"3040",2,1,179,160,1995,-37.7527,144.8824,"Western Metropolitan",588,43,"1,405","Moonee Valley",10,2016
"436","Fawkner",3,460000,"SP","Eview",2016-10-15,12.4,"3060",1,1,314,112,1970,-37.7066,144.9733,"Northern Metropolitan",5070,56,"12,589","Moreland",10,2016
"437","Footscray",2,410000,"SP","Rendina",2016-10-15,6.4,"3011",2,1,65,80,2014,-37.7881,144.8838,"Western Metropolitan",7570,78,"13,203","Maribyrnong",10,2016
"438","Glen Iris",2,585000,"S","Jellis",2016-10-15,9.2,"3146",1,1,84,84,1960,-37.8517,145.0796,"Southern Metropolitan",10412,65,"24,992","Boroondara",10,2016
"439","Glen Iris",3,1220000,"S","Jellis",2016-10-15,9.2,"3146",2,2,278,135,1999,-37.8574,145.0496,"Southern Metropolitan",10412,65,"24,992","Stonnington",10,2016
"440","Hawthorn East",4,1738000,"S","Jellis",2016-10-15,7.5,"3123",3,2,324,241,2002,-37.8348,145.0503,"Southern Metropolitan",6482,83,"13,113","Boroondara",10,2016
"441","Ivanhoe",2,610000,"VB","Miles",2016-10-15,7.9,"3079",1,1,277,100,1997,-37.7577,145.0358,"Eastern Metropolitan",5549,71,"11,038","Banyule",10,2016
"442","Maidstone",2,6e+05,"S","hockingstuart",2016-10-15,9.2,"3012",1,2,127,112,2013,-37.7859,144.8787,"Western Metropolitan",3873,62,"7,768","Maribyrnong",10,2016
"443","Maidstone",3,728000,"S","Sweeney",2016-10-15,9.2,"3012",2,2,218,135,2013,-37.7895,144.8723,"Western Metropolitan",3873,62,"7,768","Maribyrnong",10,2016
"444","Mont Albert",3,1310000,"S","Fletchers",2016-10-15,11.8,"3127",2,2,330,148,2001,-37.8167,145.107,"Eastern Metropolitan",2079,69,"4,961","Whitehorse",10,2016
"445","Moonee Ponds",3,890500,"S","Brad",2016-10-15,6.9,"3039",2,1,213,135,1950,-37.7631,144.9073,"Western Metropolitan",6232,75,"13,507","Moonee Valley",10,2016
"446","Niddrie",3,840000,"S","Barry",2016-10-15,11.2,"3042",2,2,374,180,1990,-37.7445,144.8834,"Western Metropolitan",2291,61,"4,851","Moonee Valley",10,2016
"447","Oak Park",2,475000,"PI","Barry",2016-10-15,11.5,"3046",1,1,118,113,2010,-37.7232,144.9154,"Northern Metropolitan",2651,55,"5,751","Moreland",10,2016
"448","Pascoe Vale",3,590000,"PI","Nelson",2016-10-15,9.9,"3044",2,2,191,142,2000,-37.7223,144.9315,"Northern Metropolitan",7485,59,"14,871","Moreland",10,2016
"449","Richmond",2,1081000,"S","hockingstuart",2016-10-15,2.6,"3121",1,1,126,115,1995,-37.814,145.006,"Northern Metropolitan",14949,90,"23,838","Yarra",10,2016
"450","Templestowe Lower",2,678000,"S","Barry",2016-10-15,13.8,"3107",1,1,340,90,1980,-37.7564,145.1195,"Eastern Metropolitan",5420,49,"13,206","Manningham",10,2016
"451","Toorak",3,1550000,"VB","Kay",2016-10-15,4.6,"3142",2,2,117,214,2000,-37.8343,145.0112,"Southern Metropolitan",7217,74,"12,832","Stonnington",10,2016
