"","Suburb","Rooms","Price","Method","SellerG","Date","Distance","Postcode","Bathroom","Car","Landsize","BuildingArea","YearBuilt","Lattitude","Longtitude","Regionname","Propertycount","Walk.Score","Population","CouncilArea","Month","Year"
"3901","Gowanbrae",4,802500,"S","Nelson",2016-12-11,13.6,"3043",2,2,0,264,2005,-37.705,144.9004,"Western Metropolitan",1071,47,"2,752","Moreland",12,2016
"3902","Hadfield",3,721000,"S","Brad",2016-12-11,12.1,"3046",1,3,539,130,1960,-37.7098,144.9446,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"3903","Hadfield",3,740000,"S","Barry",2016-12-11,12.1,"3046",1,1,568,115,1960,-37.7077,144.9438,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"3904","Hadfield",3,545000,"S","Raine",2016-12-11,12.1,"3046",2,3,230,113,2000,-37.7073,144.9486,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"3905","Hadfield",3,646000,"S","YPA",2016-12-11,12.1,"3046",1,2,574,106,1970,-37.7157,144.9507,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"3906","Hadfield",3,770000,"S","Stockdale",2016-12-11,12.1,"3046",1,2,700,130,1960,-37.705,144.9469,"Northern Metropolitan",2606,51,"5,355","Moreland",12,2016
"3907","Hampton",2,1615000,"SA","Chisholm",2016-12-11,13.7,"3188",1,1,801,96,1934,-37.9348,145.0162,"Southern Metropolitan",5454,69,"12,459","Bayside",12,2016
"3908","Hampton",4,1450000,"S","Buxton",2016-12-11,13.7,"3188",2,3,450,190,1950,-37.9341,145.02,"Southern Metropolitan",5454,69,"12,459","Bayside",12,2016
"3909","Hampton",4,2400000,"PI","Nick",2016-12-11,13.7,"3188",2,2,663,190,1950,-37.9323,145.0137,"Southern Metropolitan",5454,69,"12,459","Bayside",12,2016
"3910","Hampton East",3,952000,"S","Hodges",2016-12-11,14.5,"3188",2,2,246,130,1950,-37.9356,145.0268,"Southern Metropolitan",2356,67,"4,403","Bayside",12,2016
"3911","Hawthorn",3,1712000,"S","Marshall",2016-12-11,4.6,"3122",1,1,342,130,1900,-37.814,145.0212,"Southern Metropolitan",11308,85,"21,138","Boroondara",12,2016
"3912","Hawthorn East",4,2800000,"S","Jellis",2016-12-11,7.5,"3123",1,2,764,171,1940,-37.8374,145.0486,"Southern Metropolitan",6482,83,"13,113","Boroondara",12,2016
"3913","Heidelberg",3,1110000,"S","Nelson",2016-12-11,10.6,"3084",1,2,600,190,1950,-37.752,145.0722,"Eastern Metropolitan",2890,64,"5,733","Banyule",12,2016
"3914","Heidelberg Heights",4,1086000,"S","Miles",2016-12-11,10.5,"3081",2,2,724,161,1960,-37.7404,145.0582,"Eastern Metropolitan",2947,64,"6,410","Banyule",12,2016
"3915","Heidelberg Heights",3,909000,"S","Other",2016-12-11,10.5,"3081",2,2,585,134,1960,-37.7358,145.0546,"Eastern Metropolitan",2947,64,"6,410","Banyule",12,2016
"3916","Heidelberg Heights",2,680000,"S","Fletchers",2016-12-11,10.5,"3081",1,1,605,78,1950,-37.7365,145.0545,"Eastern Metropolitan",2947,64,"6,410","Banyule",12,2016
"3917","Heidelberg West",2,515500,"S","Barry",2016-12-11,9.4,"3081",1,1,331,111,1960,-37.7441,145.0379,"Eastern Metropolitan",2674,68,"5,335","Banyule",12,2016
"3918","Heidelberg West",3,8e+05,"S","Haughton",2016-12-11,9.4,"3081",1,3,633,88,1950,-37.746,145.0422,"Eastern Metropolitan",2674,68,"5,335","Banyule",12,2016
"3919","Hughesdale",4,1700000,"S","Ray",2016-12-11,13,"3166",2,2,545,180,1940,-37.9002,145.0773,"Southern Metropolitan",3145,74,"7,062","Monash",12,2016
"3920","Hughesdale",3,1350000,"S","Buxton",2016-12-11,13,"3166",1,2,698,130,1930,-37.8982,145.0806,"Southern Metropolitan",3145,74,"7,062","Monash",12,2016
"3921","Ivanhoe",3,1605000,"S","Nelson",2016-12-11,7.9,"3079",2,2,608,165,1920,-37.7702,145.0398,"Eastern Metropolitan",5549,71,"11,038","Banyule",12,2016
"3922","Ivanhoe East",4,2200000,"S","Miles",2016-12-11,9,"3079",2,2,1004,247,1935,-37.7689,145.0665,"Eastern Metropolitan",1554,64,"3,790","Banyule",12,2016
"3923","Keilor East",3,976000,"S","Nelson",2016-12-11,12.8,"3033",3,2,605,212,1980,-37.7459,144.8788,"Western Metropolitan",5629,55,"13,234","Moonee Valley",12,2016
"3924","Keilor East",4,1420000,"S","Barry",2016-12-11,12.8,"3033",2,2,613,250,2011,-37.7453,144.8721,"Western Metropolitan",5629,55,"13,234","Moonee Valley",12,2016
"3925","Keilor East",3,9e+05,"S","Nelson",2016-12-11,12.8,"3033",1,1,713,127,1970,-37.7301,144.8671,"Western Metropolitan",5629,55,"13,234","Moonee Valley",12,2016
"3926","Kensington",2,1005000,"S","Brad",2016-12-11,4.2,"3031",1,0,274,96,1910,-37.7931,144.9247,"Northern Metropolitan",5263,82,"9,689","Melbourne",12,2016
"3927","Kew",2,1950000,"S","Marshall",2016-12-11,5.6,"3101",1,4,596,96,1940,-37.8146,145.0419,"Southern Metropolitan",10331,71,"23,871","Boroondara",12,2016
"3928","Kew East",5,1850000,"PI","Nelson",2016-12-11,7.5,"3102",3,4,787,260,1940,-37.7894,145.0462,"Southern Metropolitan",2671,71,"6,026","Boroondara",12,2016
"3929","Kew East",4,1610000,"S","Jellis",2016-12-11,7.5,"3102",2,2,763,190,1940,-37.7916,145.0529,"Southern Metropolitan",2671,71,"6,026","Boroondara",12,2016
"3930","Other",4,610000,"S","Ray",2016-12-11,12.4,"3083",1,1,465,120,1970,-37.7126,145.03,"Northern Metropolitan",1414,59,"3,380","Darebin",12,2016
"3931","Kingsville",2,730000,"S","Village",2016-12-11,7.8,"3012",2,0,84,130,1900,-37.8058,144.8846,"Western Metropolitan",1808,70,"3,525","Maribyrnong",12,2016
"3932","Maidstone",3,832000,"SP","Sweeney",2016-12-11,9.2,"3012",1,2,300,125,1950,-37.7896,144.8752,"Western Metropolitan",3873,62,"7,768","Maribyrnong",12,2016
"3933","Maidstone",3,893000,"S","Sweeney",2016-12-11,9.2,"3012",1,3,528,130,1955,-37.779,144.8829,"Western Metropolitan",3873,62,"7,768","Maribyrnong",12,2016
"3934","Malvern",2,1611000,"S","Marshall",2016-12-11,7.4,"3144",1,2,277,96,1915,-37.8586,145.0375,"Southern Metropolitan",4675,80,"9,494","Stonnington",12,2016
"3935","Malvern East",4,2123000,"S","Jellis",2016-12-11,11.2,"3145",3,2,412,254,1930,-37.8707,145.0482,"Southern Metropolitan",8801,77,"20,028","Stonnington",12,2016
"3936","Malvern East",4,2800000,"S","Marshall",2016-12-11,11.2,"3145",2,3,809,190,1925,-37.8664,145.0452,"Southern Metropolitan",8801,77,"20,028","Stonnington",12,2016
"3937","Maribyrnong",3,847000,"S","Nelson",2016-12-11,8.7,"3032",2,2,222,200,2002,-37.7697,144.878,"Western Metropolitan",4918,70,"10,135","Maribyrnong",12,2016
"3938","Mont Albert",5,2714000,"S","Fletchers",2016-12-11,11.8,"3127",2,2,1053,260,1938,-37.8117,145.1061,"Eastern Metropolitan",2079,69,"4,961","Whitehorse",12,2016
"3939","Moonee Ponds",3,1505000,"S","Jellis",2016-12-11,6.9,"3039",2,2,249,168,2007,-37.7609,144.9296,"Western Metropolitan",6232,75,"13,507","Moonee Valley",12,2016
"3940","Moonee Ponds",4,1637000,"S","Nelson",2016-12-11,6.9,"3039",1,3,539,190,1900,-37.7701,144.9287,"Western Metropolitan",6232,75,"13,507","Moonee Valley",12,2016
"3941","Murrumbeena",3,1370000,"S","Woodards",2016-12-11,12.1,"3163",2,2,834,168,1954,-37.8959,145.0736,"Southern Metropolitan",4442,71,"8,573","Glen Eira",12,2016
"3942","Murrumbeena",3,1355000,"S","Ray",2016-12-11,12.1,"3163",1,6,612,130,1950,-37.8996,145.0716,"Southern Metropolitan",4442,71,"8,573","Glen Eira",12,2016
"3943","Murrumbeena",2,435000,"S","Barry",2016-12-11,12.1,"3163",1,1,697,96,1970,-37.8875,145.0676,"Southern Metropolitan",4442,71,"8,573","Glen Eira",12,2016
"3944","Newport",3,810000,"S","Williams",2016-12-11,8.4,"3015",1,1,390,84,1970,-37.847,144.8734,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",12,2016
"3945","Newport",3,776000,"S","RT",2016-12-11,8.4,"3015",1,3,363,130,1940,-37.8476,144.8673,"Western Metropolitan",5498,70,"12,028","Hobsons Bay",12,2016
"3946","Niddrie",2,657000,"S","Barry",2016-12-11,11.2,"3042",2,1,268,104,1950,-37.7343,144.8783,"Western Metropolitan",2291,61,"4,851","Moonee Valley",12,2016
"3947","Niddrie",3,710000,"S","Nelson",2016-12-11,11.2,"3042",2,1,317,140,1950,-37.7449,144.8869,"Western Metropolitan",2291,61,"4,851","Moonee Valley",12,2016
"3948","Northcote",3,1190000,"S","Nelson",2016-12-11,5.5,"3070",1,1,445,125,1920,-37.7652,145.0123,"Northern Metropolitan",11364,82,"22,914","Darebin",12,2016
"3949","Northcote",4,2100000,"PI","Woodards",2016-12-11,5.5,"3070",1,2,0,190,1920,-37.7736,145.0004,"Northern Metropolitan",11364,82,"22,914","Darebin",12,2016
"3950","Northcote",2,910000,"S","Nelson",2016-12-11,5.5,"3070",1,2,229,96,1900,-37.7681,144.9877,"Northern Metropolitan",11364,82,"22,914","Darebin",12,2016
"3951","Oak Park",5,1100000,"PI","Nelson",2016-12-11,11.5,"3046",2,4,783,223,1950,-37.7207,144.9263,"Northern Metropolitan",2651,55,"5,751","Moreland",12,2016
"3952","Oakleigh",3,1035000,"S","Buxton",2016-12-11,14,"3166",1,2,650,130,1950,-37.91,145.0914,"Southern Metropolitan",3224,73,"7,540","Monash",12,2016
"3953","Oakleigh",3,1225000,"S","Ray",2016-12-11,14,"3166",1,2,553,130,1950,-37.8956,145.0928,"Southern Metropolitan",3224,73,"7,540","Monash",12,2016
"3954","Oakleigh South",3,937500,"S","Ray",2016-12-11,14.7,"3167",1,2,530,130,1968,-37.9245,145.0937,"South-Eastern Metropolitan",3692,50,"9,126","Monash",12,2016
"3955","Oakleigh South",3,1e+06,"S","Ray",2016-12-11,14.7,"3167",2,2,575,120,1960,-37.9215,145.0925,"South-Eastern Metropolitan",3692,50,"9,126","Monash",12,2016
"3956","Oakleigh South",3,1080000,"S","Woodards",2016-12-11,14.7,"3167",2,2,716,130,1968,-37.9261,145.083,"South-Eastern Metropolitan",3692,50,"9,126","Kingston",12,2016
"3957","Ormond",2,810000,"S","hockingstuart",2016-12-11,11.8,"3204",1,1,210,90,1996,-37.9001,145.0428,"Southern Metropolitan",3578,72,"7,707","Glen Eira",12,2016
"3958","Ormond",3,1322000,"S","hockingstuart",2016-12-11,11.8,"3204",1,1,551,156,1940,-37.9036,145.0521,"Southern Metropolitan",3578,72,"7,707","Glen Eira",12,2016
"3959","Pascoe Vale",3,835000,"PI","Nelson",2016-12-11,9.9,"3044",1,2,422,132,1950,-37.7337,144.9458,"Northern Metropolitan",7485,59,"14,871","Moreland",12,2016
"3960","Pascoe Vale",4,810000,"VB","Nelson",2016-12-11,9.9,"3044",2,1,455,147,1950,-37.7207,144.9511,"Northern Metropolitan",7485,59,"14,871","Moreland",12,2016
"3961","Port Melbourne",2,1080000,"S","Other",2016-12-11,3.8,"3207",1,0,105,70,1910,-37.8338,144.9474,"Southern Metropolitan",8648,84,"14,520","Port Phillip",12,2016
"3962","Port Melbourne",2,1115000,"S","Chisholm",2016-12-11,3.8,"3207",1,0,120,76,1900,-37.8322,144.947,"Southern Metropolitan",8648,84,"14,520","Port Phillip",12,2016
"3963","Port Melbourne",3,1753000,"S","Frank",2016-12-11,3.8,"3207",2,1,225,153,1910,-37.8381,144.9329,"Southern Metropolitan",8648,84,"14,520","Port Phillip",12,2016
"3964","Preston",3,9e+05,"SP","hockingstuart",2016-12-11,8.8,"3072",1,1,527,130,1950,-37.7396,145.0174,"Northern Metropolitan",14577,73,"29,893","Darebin",12,2016
"3965","Preston",3,485000,"PI","Barry",2016-12-11,8.8,"3072",1,1,244,130,1950,-37.7444,145.0202,"Northern Metropolitan",14577,73,"29,893","Darebin",12,2016
"3966","Preston",4,910000,"PI","hockingstuart",2016-12-11,8.8,"3072",1,1,582,190,1950,-37.7355,145.0178,"Northern Metropolitan",14577,73,"29,893","Darebin",12,2016
"3967","Preston",4,1e+06,"SP","Barry",2016-12-11,8.8,"3072",1,2,568,190,1950,-37.7353,144.989,"Northern Metropolitan",14577,73,"29,893","Darebin",12,2016
"3968","Reservoir",4,895500,"S","Barry",2016-12-11,11.2,"3073",2,4,864,190,1960,-37.7034,144.9886,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"3969","Reservoir",2,644000,"S","Barry",2016-12-11,11.2,"3073",1,2,455,96,1940,-37.7246,144.9995,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"3970","Reservoir",4,750000,"PI","Ray",2016-12-11,11.2,"3073",2,4,820,197,1965,-37.6945,144.992,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"3971","Reservoir",2,755000,"S","Nelson",2016-12-11,11.2,"3073",1,2,0,96,1960,-37.7231,145.0168,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"3972","Reservoir",3,940000,"S","Nelson",2016-12-11,11.2,"3073",1,2,756,130,1960,-37.7249,144.9854,"Northern Metropolitan",21650,60,"47,517","Darebin",12,2016
"3973","Richmond",3,1074000,"S","Marshall",2016-12-11,2.6,"3121",1,0,245,140,1900,-37.8138,144.9921,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"3974","Richmond",3,1465000,"S","Biggin",2016-12-11,2.6,"3121",2,2,233,170,1993,-37.8122,144.9937,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"3975","Richmond",2,1421000,"S","Biggin",2016-12-11,2.6,"3121",1,0,196,96,1900,-37.8254,145,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"3976","Richmond",2,1340000,"S","Kay",2016-12-11,2.6,"3121",1,0,178,96,1900,-37.8289,144.9992,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"3977","Richmond",3,1205000,"S","Biggin",2016-12-11,2.6,"3121",1,0,164,130,1900,-37.8198,144.9979,"Northern Metropolitan",14949,90,"23,838","Yarra",12,2016
"3978","Rosanna",4,1051000,"SP","Nelson",2016-12-11,11.4,"3084",2,2,651,190,1960,-37.7338,145.0703,"Eastern Metropolitan",3540,62,"7,892","Banyule",12,2016
"3979","Seddon",3,990000,"S","Jas",2016-12-11,6.6,"3011",1,0,371,134,1910,-37.8066,144.8853,"Western Metropolitan",2417,80,"4,860","Maribyrnong",12,2016
"3980","South Yarra",3,2870000,"S","Marshall",2016-12-11,3.3,"3141",2,2,350,130,1880,-37.8451,145.0019,"Southern Metropolitan",14887,92,"19,186","Stonnington",12,2016
"3981","South Yarra",3,2695000,"PI","Marshall",2016-12-11,3.3,"3141",2,1,215,200,1910,-37.8361,144.9831,"Southern Metropolitan",14887,92,"19,186","Melbourne",12,2016
"3982","South Yarra",3,2300000,"PI","Williams",2016-12-11,3.3,"3141",2,1,350,130,1900,-37.8422,144.9884,"Southern Metropolitan",14887,92,"19,186","Stonnington",12,2016
"3983","South Yarra",4,5700000,"S","Other",2016-12-11,3.3,"3141",2,0,292,272,1880,-37.8377,144.9894,"Southern Metropolitan",14887,92,"19,186","Stonnington",12,2016
"3984","Southbank",3,1220000,"S","Greg",2016-12-11,1.2,"3006",1,1,0,130,1947,-37.8288,144.9679,"Southern Metropolitan",8400,91,"11,254","Melbourne",12,2016
"3985","Spotswood",4,850000,"VB","RT",2016-12-11,7.7,"3015",2,0,389,158,1990,-37.8284,144.8861,"Western Metropolitan",1223,66,"2,347","Hobsons Bay",12,2016
"3986","St Kilda",4,1900000,"PI","Other",2016-12-11,6.1,"3182",2,2,507,202,1890,-37.8616,144.9807,"Southern Metropolitan",13240,93,"17,802","Port Phillip",12,2016
"3987","Strathmore",4,1300000,"PI","Nelson",2016-12-11,9.7,"3041",3,2,0,160,1970,-37.7337,144.9184,"Western Metropolitan",3284,69,"8,101","Moonee Valley",12,2016
"3988","Other",4,931999,"S","Nelson",2016-12-11,12.5,"3041",3,2,528,192,1966,-37.7137,144.8987,"Western Metropolitan",389,58,"938","Moonee Valley",12,2016
"3989","Sunshine",4,890000,"S","Sweeney",2016-12-11,12.6,"3020",1,2,668,127,1930,-37.7796,144.845,"Western Metropolitan",3755,71,"8,849","Brimbank",12,2016
"3990","Sunshine North",3,605000,"SP","Barry",2016-12-11,13.3,"3020",1,1,617,130,1960,-37.7683,144.8314,"Western Metropolitan",4217,56,"10,659","Brimbank",12,2016
"3991","Sunshine North",3,650000,"SP","Other",2016-12-11,13.3,"3020",1,0,598,112,1950,-37.7705,144.8307,"Western Metropolitan",4217,56,"10,659","Brimbank",12,2016
"3992","Sunshine North",3,6e+05,"VB","Stockdale",2016-12-11,13.3,"3020",1,2,751,112,1960,-37.7692,144.8246,"Western Metropolitan",4217,56,"10,659","Brimbank",12,2016
"3993","Sunshine North",4,736000,"S","Barry",2016-12-11,13.3,"3020",1,2,615,133,1955,-37.7675,144.8414,"Western Metropolitan",4217,56,"10,659","Brimbank",12,2016
"3994","Sunshine North",4,640000,"S","Barry",2016-12-11,13.3,"3020",1,1,609,190,1960,-37.7661,144.8396,"Western Metropolitan",4217,56,"10,659","Brimbank",12,2016
"3995","Sunshine West",3,668000,"S","Barry",2016-12-11,13.5,"3020",1,2,697,130,1970,-37.7897,144.7964,"Western Metropolitan",6763,49,"16,759","Brimbank",12,2016
"3996","Sunshine West",3,687000,"S","Sweeney",2016-12-11,13.5,"3020",1,1,695,102,1950,-37.7853,144.8114,"Western Metropolitan",6763,49,"16,759","Brimbank",12,2016
"3997","Sunshine West",3,485000,"S","hockingstuart",2016-12-11,13.5,"3020",4,2,482,166,1955,-37.7904,144.8133,"Western Metropolitan",6763,49,"16,759","Brimbank",12,2016
"3998","Surrey Hills",3,1755000,"S","Fletchers",2016-12-11,11.2,"3127",2,2,808,159,1970,-37.832,145.11,"Southern Metropolitan",5457,66,"13,143","Whitehorse",12,2016
"3999","Surrey Hills",4,1700000,"S","Marshall",2016-12-11,11.2,"3127",1,1,579,143,1900,-37.8224,145.0959,"Southern Metropolitan",5457,66,"13,143","Boroondara",12,2016
"4000","Templestowe Lower",4,1280000,"PI","Jellis",2016-12-11,13.8,"3107",2,2,681,158,1970,-37.7646,145.1167,"Eastern Metropolitan",5420,49,"13,206","Manningham",12,2016
"4001","Thornbury",3,887000,"S","Love",2016-12-11,6.5,"3071",2,2,540,129,1935,-37.7554,145.0211,"Northern Metropolitan",8870,77,"17,473","Darebin",12,2016
"4002","Watsonia",3,741000,"SP","Buckingham",2016-12-11,14.9,"3087",1,1,671,103,1960,-37.7072,145.0855,"Northern Metropolitan",2329,69,"5,146","Banyule",12,2016
"4003","Watsonia",4,706000,"S","Ray",2016-12-11,14.9,"3087",1,2,581,190,1970,-37.7094,145.0877,"Northern Metropolitan",2329,69,"5,146","Banyule",12,2016
"4004","Watsonia",3,671000,"S","Barry",2016-12-11,14.9,"3087",2,2,280,163,2002,-37.7153,145.0854,"Northern Metropolitan",2329,69,"5,146","Banyule",12,2016
"4005","Watsonia",3,725000,"S","Buckingham",2016-12-11,14.9,"3087",1,1,545,130,1970,-37.7088,145.0893,"Northern Metropolitan",2329,69,"5,146","Banyule",12,2016
"4006","West Footscray",3,820000,"S","Sweeney",2016-12-11,8.2,"3012",1,3,440,131,1950,-37.7937,144.8732,"Western Metropolitan",5058,64,"10,215","Maribyrnong",12,2016
"4007","Williamstown",4,1330000,"S","Williams",2016-12-11,8,"3016",3,2,217,266,2003,-37.8634,144.8796,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",12,2016
"4008","Williamstown",3,1010000,"PI","Sweeney",2016-12-11,8,"3016",2,2,250,185,1977,-37.8667,144.903,"Western Metropolitan",6380,71,"13,183","Hobsons Bay",12,2016
"4009","Yarraville",3,1050000,"S","Village",2016-12-11,7,"3013",1,2,442,130,1940,-37.8201,144.872,"Western Metropolitan",6543,77,"13,811","Maribyrnong",12,2016
"4010","Yarraville",3,1419000,"SP","Jas",2016-12-11,7,"3013",1,2,270,130,1920,-37.8148,144.8884,"Western Metropolitan",6543,77,"13,811","Maribyrnong",12,2016
"4011","Yarraville",1,470000,"PI","Jas",2016-12-11,7,"3013",1,2,0,83,2004,-37.8173,144.894,"Western Metropolitan",6543,77,"13,811","Maribyrnong",12,2016
"4012","Airport West",3,640000,"S","Nelson",2017-01-07,10.4,"3042",1,2,219,101.37,1960,-37.71655,144.88155,"Western Metropolitan",3464,58,"6,954","Moonee Valley",1,2017
"4013","Airport West",3,961000,"S","Nelson",2017-01-07,10.4,"3042",1,2,717,130,1950,-37.72274,144.88002,"Western Metropolitan",3464,58,"6,954","Moonee Valley",1,2017
"4014","Albert Park",2,1535000,"S","Greg",2017-01-07,3,"3206",1,0,171,96,1900,-37.8481,144.9566,"Southern Metropolitan",3280,85,"5,989","Port Phillip",1,2017
"4015","Albion",3,570000,"S","Barry",2017-01-07,10.5,"3020",1,0,423,142,1920,-37.77917,144.82223,"Western Metropolitan",2185,53,"4,322","Brimbank",1,2017
"4016","Alphington",4,2345000,"S","Jellis",2017-01-07,5.7,"3078",2,2,803,190,1950,-37.78122,145.0336,"Northern Metropolitan",2211,69,"4,573","Yarra",1,2017
"4017","Altona North",3,9e+05,"S","Greg",2017-01-07,9.4,"3025",1,2,672,110,1960,-37.8265,144.84386,"Western Metropolitan",5132,60,"11,386","Hobsons Bay",1,2017
"4018","Armadale",5,5200000,"SP","Marshall",2017-01-07,6.3,"3143",3,3,761,260,1910,-37.85311,145.02847,"Southern Metropolitan",4836,74,"8,732","Stonnington",1,2017
"4019","Ashwood",3,1225000,"S","hockingstuart",2017-01-07,10.2,"3147",1,2,770,130,1958,-37.87257,145.09782,"Southern Metropolitan",2894,63,"6,091","Monash",1,2017
"4020","Avondale Heights",3,825000,"SP","McDonald",2017-01-07,9.5,"3034",1,4,603,130,1970,-37.76616,144.8575,"Western Metropolitan",4502,59,"11,015","Moonee Valley",1,2017
"4021","Balwyn",4,1475000,"PI","Jellis",2017-01-07,7.9,"3103",3,5,380,190,1970,-37.80156,145.06715,"Southern Metropolitan",5682,72,"12,945","Boroondara",1,2017
"4022","Balwyn North",3,1275000,"VB","Fletchers",2017-01-07,9.7,"3104",2,2,226,127,1965,-37.79495,145.08192,"Southern Metropolitan",7809,61,"20,345","Boroondara",1,2017
"4023","Balwyn North",5,2160000,"S","Noel",2017-01-07,9.7,"3104",1,2,860,260,1960,-37.79888,145.06649,"Southern Metropolitan",7809,61,"20,345","Boroondara",1,2017
"4024","Other",4,1221000,"PI","Ray",2017-01-07,17.3,"3193",2,3,554,190,1925,-37.98139,145.05251,"Southern Metropolitan",5366,64,"12,783","Bayside",1,2017
"4025","Other",6,2e+06,"S","Ray",2017-01-07,17.3,"3193",3,4,836,285.5,1970,-37.98942,145.03394,"Southern Metropolitan",5366,64,"12,783","Bayside",1,2017
"4026","Other",4,1823000,"S","Hodges",2017-01-07,17.3,"3193",2,3,728,190,1970,-37.98713,145.04887,"Southern Metropolitan",5366,64,"12,783","Bayside",1,2017
"4027","Bentleigh",3,1045000,"SP","hockingstuart",2017-01-07,11.4,"3204",1,1,401,114,1970,-37.92999,145.04932,"Southern Metropolitan",6795,75,"14,926","Glen Eira",1,2017
"4028","Bentleigh",3,1365000,"S","Buxton",2017-01-07,11.4,"3204",1,1,776,130,1950,-37.92487,145.04703,"Southern Metropolitan",6795,75,"14,926","Glen Eira",1,2017
"4029","Bentleigh East",5,1220000,"S","Buxton",2017-01-07,13.8,"3165",2,2,611,188,1950,-37.93228,145.07026,"Southern Metropolitan",10969,59,"25,928","Glen Eira",1,2017
"4030","Other",4,627500,"SP","C21",2017-01-07,35.2,"Other",2,2,687,190,2000,-38.02434,145.33117,"Eastern Victoria",17093,43,"44,690","Other",1,2017
"4031","Other",3,642000,"S","Stockdale",2017-01-07,25,"Other",2,2,968,130,1970,-37.84674,145.29351,"Eastern Metropolitan",9704,61,"20,830","Knox",1,2017
"4032","Other",3,840000,"S","Barry",2017-01-07,16.1,"3088",1,2,509,120,2000,-37.70822,145.11495,"Eastern Metropolitan",1390,54,"3,072","Banyule",1,2017
"4033","Brighton",3,2650000,"S","RT",2017-01-07,10.5,"3186",2,2,645,219,1910,-37.90876,145.00743,"Southern Metropolitan",10579,75,"21,267","Bayside",1,2017
"4034","Brighton",5,3250000,"SP","Hodges",2017-01-07,10.5,"3186",3,2,835,260,1948,-37.92615,145.00282,"Southern Metropolitan",10579,75,"21,267","Bayside",1,2017
"4035","Broadmeadows",3,518500,"S","YPA",2017-01-07,14,"3047",1,0,576,110,1999,-37.69237,144.93144,"Northern Metropolitan",4294,56,"10,549","Hume",1,2017
"4036","Brunswick East",2,1305000,"S","Other",2017-01-07,4,"3057",1,0,315,96,1920,-37.76386,144.97783,"Northern Metropolitan",5533,83,"8,502","Moreland",1,2017
"4037","Brunswick West",2,573000,"S","Jellis",2017-01-07,5.2,"3055",1,1,0,96,1970,-37.76732,144.94098,"Northern Metropolitan",7082,66,"13,171","Moreland",1,2017
"4038","Brunswick West",3,1100000,"S","Brad",2017-01-07,5.2,"3055",1,1,322,130,1935,-37.76073,144.94803,"Northern Metropolitan",7082,66,"13,171","Moreland",1,2017
"4039","Bulleen",3,1060000,"S","Fletchers",2017-01-07,10.8,"3105",1,2,631,130,1970,-37.77615,145.08907,"Eastern Metropolitan",4480,59,"10,848","Manningham",1,2017
"4040","Bundoora",3,682000,"S","Ray",2017-01-07,12.1,"3083",1,1,583,130,1974,-37.70074,145.0648,"Northern Metropolitan",10175,52,"25,652","Banyule",1,2017
"4041","Bundoora",3,805000,"S","Barry",2017-01-07,12.1,"3083",1,2,669,130,1974,-37.70834,145.05424,"Northern Metropolitan",10175,52,"25,652","Banyule",1,2017
"4042","Other",3,535000,"S","Barry",2017-01-07,14.8,"3023",2,2,472,230,2005,-37.7331,144.76282,"Western Metropolitan",1686,43,"5,008","Other",1,2017
"4043","Other",4,1088000,"PI","Ray",2017-01-07,14.7,"Other",1,1,536,140.7481,1962,-37.8534,145.14218,"Eastern Metropolitan",4048,59,"10,158","Whitehorse",1,2017
"4044","Other",3,1180000,"S","Fletchers",2017-01-07,14.7,"Other",1,1,563,130,1962,-37.85771,145.15466,"Eastern Metropolitan",4048,59,"10,158","Whitehorse",1,2017
"4045","Other",3,630000,"PI","YPA",2017-01-07,14.8,"3023",2,2,397,145,2007,-37.75107,144.78415,"Western Metropolitan",2674,54,"8,837","Brimbank",1,2017
"4046","Carlton",3,1760000,"S","Nelson",2017-01-07,1.6,"3053",2,2,151,130,1890,-37.79449,144.97406,"Northern Metropolitan",6786,97,"13,505","Melbourne",1,2017
"4047","Other",3,545000,"SP","Other",2017-01-07,14.8,"3023",2,2,301,130,2006,-37.74397,144.73472,"Western Metropolitan",7719,43,"20,397","Other",1,2017
"4048","Cheltenham",3,1116000,"S","Ray",2017-01-07,17.9,"3192",1,2,610,130,1960,-37.95629,145.06031,"Southern Metropolitan",9758,71,"20,273","Kingston",1,2017
"4049","Cheltenham",5,1140000,"S","O'Brien",2017-01-07,17.9,"3192",2,2,570,260,1960,-37.96763,145.07898,"Southern Metropolitan",9758,71,"20,273","Kingston",1,2017
"4050","Coburg",3,1077000,"S","Jellis",2017-01-07,6.7,"3058",1,2,512,130,1930,-37.75279,144.95379,"Northern Metropolitan",11204,71,"24,996","Moreland",1,2017
